agentid,date,agent,department,answered,resolved,speedofanswer,avgtalkduration,satisfaction,callpurpose
ID3998,11/03/2015 13:59,Joe,Toaster,Y,Y,95,0:02:14,4,Billing
ID3999,11/03/2015 14:22,Stewart,Washing Machine,Y,Y,69,0:00:59,4,Billing
ID4000,11/03/2015 14:22,Becky,Television,Y,Y,113,0:02:55,5,
ID4001,11/03/2015 14:26,Joe,Fridge,Y,Y,108,0:01:32,2,How-to
ID4002,11/03/2015 14:26,Joe,Television,Y,Y,46,0:05:20,2,Returns
ID4003,11/03/2015 14:28,Joe,Toaster,Y,Y,71,0:01:48,1,Broken Product
ID4004,11/03/2015 14:28,Diane,Fridge,Y,Y,124,0:02:52,2,Broken Product
ID4005,11/03/2015 15:21,Martha,Air Conditioner,Y,Y,79,0:01:01,4,Returns
ID4006,11/03/2015 15:21,Diane,Toaster,Y,N,111,0:02:34,5,How-to
ID4007,11/03/2015 15:24,Dan,Toaster,Y,Y,27,0:00:43,4,Billing
ID4008,11/03/2015 15:24,Becky,Television,Y,Y,69,0:03:42,4,How-to
ID4009,11/03/2015 15:34,Joe,Toaster,Y,Y,121,0:05:16,1,
ID4010,11/03/2015 15:34,Stewart,Television,Y,Y,16,0:06:15,3,How-to
ID4011,11/03/2015 15:59,Stewart,Washing Machine,N,N,,,,
ID4012,11/03/2015 15:59,Jim,Television,Y,N,35,0:06:08,5,Returns
ID4013,11/03/2015 16:10,Becky,Television,Y,Y,85,0:03:44,3,Broken Product
ID4014,11/03/2015 16:10,Dan,Fridge,Y,Y,73,0:02:57,2,Returns
ID4015,11/03/2015 16:13,Martha,Toaster,Y,Y,101,0:04:57,3,Billing
ID4016,11/03/2015 16:13,Jim,Fridge,Y,Y,89,0:04:28,2,Returns
ID4017,11/03/2015 17:34,Diane,Air Conditioner,Y,Y,70,0:05:01,5,How-to
ID4018,11/03/2015 17:34,Diane,Washing Machine,Y,Y,52,0:05:32,3,Returns
ID4019,11/03/2015 17:39,Jim,Washing Machine,N,N,,,,Broken Product
ID4020,11/03/2015 17:39,Dan,Television,Y,Y,91,0:00:57,1,Returns
ID4021,11/03/2015 17:39,Joe,Toaster,N,N,,,,How-to
ID4022,11/03/2015 17:39,Diane,Air Conditioner,Y,Y,18,0:05:44,5,Broken Product
ID4023,12/03/2015 9:11,Martha,Washing Machine,Y,N,32,0:04:36,1,How-to
ID4024,12/03/2015 9:11,Greg,Toaster,Y,Y,71,0:05:00,3,Billing
ID4025,12/03/2015 9:36,Stewart,Air Conditioner,Y,Y,54,0:02:35,4,How-to
ID4026,12/03/2015 9:36,Dan,Washing Machine,Y,Y,121,0:04:24,4,Billing
ID4027,12/03/2015 9:57,Dan,Air Conditioner,Y,Y,59,0:01:07,3,Returns
ID4028,12/03/2015 9:57,Jim,Washing Machine,Y,Y,59,0:01:03,2,How-to
ID4029,12/03/2015 10:01,Jim,Toaster,Y,Y,108,0:03:20,5,Billing
ID4030,12/03/2015 10:01,Stewart,Air Conditioner,Y,Y,35,0:02:11,4,Returns
ID4031,12/03/2015 10:03,Stewart,Toaster,Y,Y,22,0:05:31,5,Billing
ID4032,12/03/2015 10:03,Diane,Air Conditioner,Y,Y,37,0:04:29,5,New Purchase
ID4033,12/03/2015 10:09,Martha,Toaster,Y,Y,14,0:06:52,3,New Purchase
ID4034,12/03/2015 10:09,Greg,Toaster,N,N,,,,Returns
ID4035,12/03/2015 10:12,Martha,Toaster,Y,Y,73,0:01:01,3,Billing
ID4036,12/03/2015 10:12,Joe,Television,N,N,,,,Broken Product
ID4037,12/03/2015 10:22,Diane,Fridge,N,N,,,,
ID4038,12/03/2015 10:22,Jim,Air Conditioner,Y,Y,63,0:02:55,1,Returns
ID4039,12/03/2015 10:42,Jim,Air Conditioner,Y,Y,64,0:05:50,4,Broken Product
ID4040,12/03/2015 10:42,Joe,Air Conditioner,Y,Y,17,0:05:40,3,Billing
ID4041,12/03/2015 11:12,Diane,Washing Machine,Y,Y,42,0:02:39,4,How-to
ID4042,12/03/2015 11:12,Diane,Air Conditioner,Y,Y,121,0:04:07,1,Broken Product
ID4043,12/03/2015 11:13,Diane,Toaster,Y,Y,56,0:03:29,4,Billing
ID4044,12/03/2015 11:13,Joe,Air Conditioner,Y,Y,123,0:05:15,4,How-to
ID4045,12/03/2015 11:16,Diane,Fridge,Y,Y,27,0:00:49,5,Billing
ID4046,12/03/2015 11:16,Dan,Air Conditioner,Y,Y,46,0:03:49,4,Broken Product
ID4047,12/03/2015 12:01,Diane,Air Conditioner,Y,Y,117,0:02:07,2,Billing
ID4048,12/03/2015 12:01,Becky,Toaster,N,N,,,,How-to
ID4049,12/03/2015 12:57,Greg,Washing Machine,Y,Y,64,0:05:21,3,How-to
ID4050,12/03/2015 12:57,Jim,Washing Machine,Y,Y,20,0:02:48,4,How-to
ID4051,12/03/2015 13:29,Stewart,Washing Machine,Y,Y,21,0:06:34,5,Broken Product
ID4052,12/03/2015 13:29,Greg,Air Conditioner,N,N,,,,Broken Product
ID4053,12/03/2015 14:00,Dan,Television,Y,N,118,0:02:37,3,New Purchase
ID4054,12/03/2015 14:00,Stewart,Fridge,Y,Y,105,0:05:28,2,How-to
ID4055,12/03/2015 14:18,Joe,Air Conditioner,Y,Y,117,0:00:46,4,
ID4056,12/03/2015 14:18,Martha,Toaster,Y,N,16,0:03:33,4,Broken Product
ID4057,12/03/2015 14:31,Joe,Fridge,Y,Y,110,0:02:01,5,How-to
ID4058,12/03/2015 14:31,Diane,Fridge,N,N,,,,Billing
ID4059,12/03/2015 14:32,Stewart,Fridge,Y,Y,57,0:02:05,5,Billing
ID4060,12/03/2015 14:32,Joe,Air Conditioner,Y,Y,105,0:06:50,3,How-to
ID4061,12/03/2015 14:57,Greg,Fridge,Y,Y,95,0:06:12,5,How-to
ID4062,12/03/2015 14:57,Jim,Air Conditioner,Y,Y,19,0:05:47,2,How-to
ID4063,12/03/2015 16:06,Becky,Air Conditioner,Y,Y,25,0:05:10,3,How-to
ID4064,12/03/2015 16:06,Becky,Television,Y,N,65,0:02:07,2,New Purchase
ID4065,12/03/2015 16:23,Jim,Air Conditioner,Y,Y,27,0:02:48,1,Billing
ID4066,12/03/2015 16:23,Jim,Washing Machine,Y,Y,107,0:02:23,1,
ID4067,12/03/2015 17:00,Becky,Fridge,Y,Y,90,0:03:39,3,Returns
ID4068,12/03/2015 17:00,Becky,Toaster,Y,Y,45,0:01:31,3,Broken Product
ID4069,12/03/2015 17:11,Dan,Toaster,Y,Y,39,0:05:43,4,
ID4070,12/03/2015 17:11,Joe,Television,Y,Y,63,0:04:43,5,Returns
ID4071,12/03/2015 17:52,Greg,Fridge,Y,N,95,0:00:38,1,Returns
ID4072,12/03/2015 17:52,Joe,Fridge,Y,Y,39,0:05:24,4,Billing
ID4073,13/03/2015 9:02,Diane,Fridge,N,N,,,,How-to
ID4074,13/03/2015 9:02,Martha,Fridge,N,N,,,,Broken Product
ID4075,13/03/2015 9:02,Martha,Fridge,Y,Y,125,0:01:00,3,
ID4076,13/03/2015 9:02,Martha,Air Conditioner,Y,Y,73,0:01:30,4,Broken Product
ID4077,13/03/2015 9:38,Greg,Fridge,Y,Y,116,0:00:56,4,New Purchase
ID4078,13/03/2015 9:38,Joe,Air Conditioner,Y,Y,115,0:02:21,2,Billing
ID4079,13/03/2015 10:49,Joe,Fridge,N,N,,,,Billing
ID4080,13/03/2015 10:49,Stewart,Toaster,Y,Y,56,0:06:07,2,
ID4081,13/03/2015 11:15,Dan,Air Conditioner,Y,Y,123,0:02:39,2,Returns
ID4082,13/03/2015 11:15,Becky,Fridge,Y,Y,36,0:00:50,1,Billing
ID4083,13/03/2015 11:28,Greg,Air Conditioner,Y,Y,84,0:01:33,5,Returns
ID4084,13/03/2015 11:28,Martha,Television,Y,Y,74,0:03:01,3,Broken Product
ID4085,13/03/2015 11:38,Jim,Television,Y,Y,20,0:04:16,5,New Purchase
ID4086,13/03/2015 11:38,Martha,Television,N,N,,,,Broken Product
ID4087,13/03/2015 11:42,Diane,Toaster,Y,Y,13,0:04:33,3,Returns
ID4088,13/03/2015 11:42,Greg,Washing Machine,Y,N,28,0:00:59,3,New Purchase
ID4089,13/03/2015 13:42,Dan,Washing Machine,Y,Y,13,0:01:55,4,Broken Product
ID4090,13/03/2015 13:42,Martha,Television,Y,Y,100,0:01:13,3,New Purchase
ID4091,13/03/2015 14:13,Jim,Washing Machine,Y,Y,119,0:02:55,3,Returns
ID4092,13/03/2015 14:13,Stewart,Air Conditioner,N,N,,,,How-to
ID4093,13/03/2015 14:18,Martha,Air Conditioner,Y,Y,125,0:05:43,5,New Purchase
ID4094,13/03/2015 14:18,Joe,Television,N,N,,,,Billing
ID4095,13/03/2015 14:38,Jim,Air Conditioner,Y,N,88,0:01:47,4,Billing
ID4096,13/03/2015 14:38,Becky,Air Conditioner,Y,Y,71,0:00:34,4,Broken Product
ID4097,13/03/2015 14:41,Dan,Washing Machine,Y,Y,99,0:00:34,4,How-to
ID4098,13/03/2015 14:41,Dan,Fridge,Y,Y,94,0:05:52,1,Billing
ID4099,13/03/2015 15:00,Becky,Fridge,Y,Y,115,0:05:12,1,Broken Product
ID4100,13/03/2015 15:00,Becky,Washing Machine,Y,Y,36,0:05:11,5,How-to
ID4101,13/03/2015 15:02,Stewart,Toaster,Y,Y,72,0:03:52,3,How-to
ID4102,13/03/2015 15:02,Becky,Washing Machine,Y,Y,51,0:01:03,3,Billing
ID4103,13/03/2015 15:36,Diane,Fridge,Y,Y,11,0:04:33,2,New Purchase
ID4104,13/03/2015 15:36,Stewart,Fridge,Y,N,101,0:05:46,5,Broken Product
ID4105,13/03/2015 15:38,Stewart,Fridge,Y,Y,119,0:05:37,3,How-to
ID4106,13/03/2015 15:38,Diane,Air Conditioner,Y,Y,64,0:02:37,3,Returns
ID4107,13/03/2015 15:44,Martha,Air Conditioner,Y,Y,12,0:04:10,3,Billing
ID4108,13/03/2015 15:44,Greg,Television,Y,Y,118,0:05:11,3,Billing
ID4109,13/03/2015 15:59,Greg,Toaster,Y,Y,107,0:02:31,2,How-to
ID4110,13/03/2015 15:59,Martha,Toaster,Y,Y,122,0:05:03,3,Broken Product
ID4111,13/03/2015 16:17,Becky,Toaster,Y,Y,41,0:03:41,4,Broken Product
ID4112,13/03/2015 16:17,Becky,Television,Y,Y,22,0:00:43,1,Returns
ID4113,13/03/2015 16:53,Martha,Air Conditioner,N,N,,,,Returns
ID4114,13/03/2015 16:53,Martha,Washing Machine,Y,Y,93,0:03:39,3,Billing
ID4115,13/03/2015 17:02,Jim,Fridge,Y,Y,20,0:04:20,5,
ID4116,13/03/2015 17:02,Dan,Washing Machine,Y,Y,90,0:04:05,4,New Purchase
ID4117,13/03/2015 17:24,Becky,Air Conditioner,Y,Y,107,0:06:33,3,How-to
ID4118,13/03/2015 17:24,Jim,Air Conditioner,N,N,,,,How-to
ID4119,13/03/2015 17:44,Dan,Washing Machine,Y,Y,38,0:05:43,3,Billing
ID4120,13/03/2015 17:44,Joe,Washing Machine,N,N,,,,Returns
ID4121,14/03/2015 9:00,Becky,Television,Y,Y,50,0:01:57,4,How-to
ID4122,14/03/2015 9:00,Greg,Fridge,Y,Y,90,0:05:06,4,Billing
ID4123,14/03/2015 9:20,Becky,Fridge,Y,Y,22,0:04:21,4,Billing
ID4124,14/03/2015 9:20,Joe,Fridge,N,N,,,,
ID4125,14/03/2015 9:57,Martha,Television,Y,Y,67,0:05:05,4,How-to
ID4126,14/03/2015 9:57,Dan,Washing Machine,Y,Y,89,0:06:20,3,
ID4127,14/03/2015 10:07,Becky,Toaster,Y,Y,21,0:05:46,3,How-to
ID4128,14/03/2015 10:07,Diane,Washing Machine,Y,Y,34,0:01:04,4,How-to
ID4129,14/03/2015 10:09,Diane,Washing Machine,Y,Y,77,0:00:48,2,How-to
ID4130,14/03/2015 10:09,Diane,Fridge,Y,Y,72,0:02:45,1,Broken Product
ID4131,14/03/2015 10:32,Joe,Television,Y,Y,83,0:02:01,3,Returns
ID4132,14/03/2015 10:32,Jim,Television,Y,Y,120,0:01:46,3,
ID4133,14/03/2015 11:09,Diane,Washing Machine,Y,Y,82,0:04:16,5,Returns
ID4134,14/03/2015 11:09,Martha,Television,Y,Y,61,0:06:39,5,New Purchase
ID4135,14/03/2015 11:25,Jim,Washing Machine,Y,Y,69,0:02:39,2,Returns
ID4136,14/03/2015 11:25,Jim,Air Conditioner,Y,N,19,0:04:17,4,Billing
ID4137,14/03/2015 11:36,Diane,Air Conditioner,Y,Y,35,0:04:15,2,Broken Product
ID4138,14/03/2015 11:36,Jim,Toaster,N,N,,,,New Purchase
ID4139,14/03/2015 11:52,Jim,Washing Machine,Y,Y,11,0:06:28,3,New Purchase
ID4140,14/03/2015 11:52,Jim,Fridge,Y,Y,110,0:00:49,3,How-to
ID4141,14/03/2015 13:00,Dan,Toaster,Y,Y,119,0:02:17,1,
ID4142,14/03/2015 13:00,Jim,Washing Machine,Y,Y,38,0:01:27,4,
ID4143,14/03/2015 13:09,Joe,Toaster,Y,Y,40,0:05:08,4,Returns
ID4144,14/03/2015 13:09,Dan,Television,Y,Y,19,0:04:26,5,Returns
ID4145,14/03/2015 13:16,Dan,Air Conditioner,N,N,,,,Broken Product
ID4146,14/03/2015 13:16,Martha,Toaster,Y,Y,63,0:05:45,3,Billing
ID4147,14/03/2015 13:24,Jim,Air Conditioner,Y,Y,33,0:03:10,5,Broken Product
ID4148,14/03/2015 13:24,Becky,Air Conditioner,N,N,,,,Broken Product
ID4149,14/03/2015 13:40,Jim,Fridge,Y,N,26,0:05:08,5,Billing
ID4150,14/03/2015 13:40,Jim,Television,N,N,,,,Billing
ID4151,14/03/2015 13:46,Diane,Washing Machine,N,N,,,,
ID4152,14/03/2015 13:46,Jim,Fridge,Y,Y,81,0:03:31,5,Broken Product
ID4153,14/03/2015 14:03,Martha,Air Conditioner,Y,Y,65,0:06:28,3,Broken Product
ID4154,14/03/2015 14:03,Jim,Fridge,Y,Y,84,0:04:14,3,
ID4155,14/03/2015 14:25,Jim,Fridge,Y,Y,42,0:04:52,1,Billing
ID4156,14/03/2015 14:25,Dan,Fridge,N,N,,,,Billing
ID4157,14/03/2015 14:39,Becky,Fridge,N,N,,,,Billing
ID4158,14/03/2015 14:39,Martha,Television,Y,Y,123,0:03:38,2,Broken Product
ID4159,14/03/2015 15:17,Greg,Washing Machine,Y,Y,65,0:06:37,4,New Purchase
ID4160,14/03/2015 15:17,Diane,Washing Machine,Y,Y,33,0:05:43,5,Returns
ID4161,14/03/2015 15:27,Diane,Toaster,Y,Y,117,0:04:04,3,Broken Product
ID4162,14/03/2015 15:27,Diane,Television,Y,Y,122,0:01:36,3,
ID4163,14/03/2015 15:43,Jim,Air Conditioner,Y,Y,21,0:05:25,4,Broken Product
ID4164,14/03/2015 15:43,Dan,Television,Y,N,48,0:04:16,4,New Purchase
ID4165,14/03/2015 16:36,Greg,Washing Machine,N,N,,,,Returns
ID4166,14/03/2015 16:36,Diane,Air Conditioner,Y,Y,98,0:02:57,1,New Purchase
ID4167,14/03/2015 16:36,Dan,Television,Y,Y,95,0:02:31,4,Billing
ID4168,14/03/2015 16:36,Dan,Washing Machine,Y,Y,28,0:06:48,3,Returns
ID4169,14/03/2015 17:57,Joe,Fridge,N,N,,,,How-to
ID4170,14/03/2015 17:57,Dan,Television,N,N,,,,How-to
ID4171,15/03/2015 9:08,Dan,Fridge,N,N,,,,How-to
ID4172,15/03/2015 9:08,Greg,Television,Y,Y,40,0:04:52,3,Billing
ID4173,15/03/2015 9:30,Martha,Television,Y,Y,13,0:03:43,2,Broken Product
ID4174,15/03/2015 9:30,Becky,Television,Y,Y,71,0:01:19,5,Broken Product
ID4175,15/03/2015 9:44,Martha,Air Conditioner,Y,Y,106,0:00:46,4,New Purchase
ID4176,15/03/2015 9:44,Dan,Television,Y,N,94,0:03:31,4,Broken Product
ID4177,15/03/2015 10:00,Greg,Toaster,Y,Y,74,0:03:59,5,How-to
ID4178,15/03/2015 10:00,Dan,Washing Machine,Y,Y,34,0:00:38,4,Returns
ID4179,15/03/2015 10:09,Jim,Fridge,Y,Y,38,0:02:06,2,Billing
ID4180,15/03/2015 10:09,Jim,Air Conditioner,Y,Y,31,0:02:53,4,Returns
ID4181,15/03/2015 10:13,Martha,Washing Machine,Y,Y,13,0:03:05,3,
ID4182,15/03/2015 10:13,Stewart,Air Conditioner,Y,Y,79,0:01:48,3,How-to
ID4183,15/03/2015 11:06,Stewart,Washing Machine,Y,Y,49,0:05:00,2,Broken Product
ID4184,15/03/2015 11:06,Stewart,Air Conditioner,Y,Y,89,0:03:59,1,Billing
ID4185,15/03/2015 11:09,Jim,Television,Y,Y,37,0:04:57,5,How-to
ID4186,15/03/2015 11:09,Becky,Television,N,N,,,,Returns
ID4187,15/03/2015 11:58,Jim,Washing Machine,N,N,,,,Billing
ID4188,15/03/2015 11:58,Diane,Fridge,Y,Y,51,0:02:22,3,
ID4189,15/03/2015 12:10,Greg,Toaster,Y,Y,49,0:02:11,1,Broken Product
ID4190,15/03/2015 12:10,Jim,Toaster,N,N,,,,New Purchase
ID4191,15/03/2015 12:28,Becky,Fridge,Y,Y,14,0:05:44,4,Broken Product
ID4192,15/03/2015 12:28,Joe,Toaster,Y,Y,91,0:04:47,3,How-to
ID4193,15/03/2015 13:07,Becky,Washing Machine,N,N,,,,Broken Product
ID4194,15/03/2015 13:07,Greg,Fridge,Y,Y,111,0:03:08,3,How-to
ID4195,15/03/2015 13:33,Martha,Washing Machine,Y,Y,80,0:04:46,5,
ID4196,15/03/2015 13:33,Dan,Fridge,Y,Y,119,0:01:54,3,Billing
ID4197,15/03/2015 13:52,Jim,Washing Machine,Y,Y,68,0:03:17,3,Billing
ID4198,15/03/2015 13:52,Stewart,Toaster,N,N,,,,Billing
ID4199,15/03/2015 14:09,Jim,Washing Machine,Y,Y,109,0:02:25,3,New Purchase
ID4200,15/03/2015 14:09,Stewart,Television,Y,Y,24,0:06:56,4,Broken Product
ID4201,15/03/2015 14:26,Diane,Air Conditioner,Y,Y,55,0:02:25,5,How-to
ID4202,15/03/2015 14:26,Dan,Fridge,Y,Y,92,0:04:14,5,Billing
ID4203,15/03/2015 15:51,Martha,Air Conditioner,Y,Y,106,0:03:22,3,How-to
ID4204,15/03/2015 15:51,Diane,Fridge,Y,Y,28,0:01:25,3,Returns
ID4205,15/03/2015 16:04,Becky,Toaster,Y,Y,28,0:02:32,5,Billing
ID4206,15/03/2015 16:04,Dan,Washing Machine,Y,N,40,0:05:57,2,How-to
ID4207,15/03/2015 16:27,Greg,Air Conditioner,Y,Y,12,0:06:45,5,
ID4208,15/03/2015 16:27,Joe,Television,Y,Y,61,0:02:29,5,Billing
ID4209,15/03/2015 17:05,Becky,Television,Y,Y,92,0:01:24,1,How-to
ID4210,15/03/2015 17:05,Jim,Air Conditioner,N,N,,,,Returns
ID4211,15/03/2015 17:11,Greg,Toaster,N,N,,,,Billing
ID4212,15/03/2015 17:11,Greg,Fridge,Y,Y,43,0:00:36,3,Broken Product
ID4213,15/03/2015 17:18,Joe,Fridge,Y,Y,46,0:03:53,5,New Purchase
ID4214,15/03/2015 17:18,Dan,Air Conditioner,Y,Y,51,0:06:02,4,Returns
ID4215,15/03/2015 17:28,Diane,Washing Machine,Y,Y,13,0:01:14,3,Broken Product
ID4216,15/03/2015 17:28,Diane,Toaster,Y,N,19,0:01:44,5,How-to
ID4217,15/03/2015 17:32,Becky,Fridge,Y,Y,30,0:03:29,3,Billing
ID4218,15/03/2015 17:32,Dan,Air Conditioner,Y,Y,122,0:06:34,3,Broken Product
ID4219,15/03/2015 17:47,Greg,Fridge,Y,Y,83,0:03:41,2,How-to
ID4220,15/03/2015 17:47,Jim,Air Conditioner,N,N,,,,New Purchase
ID4221,16/03/2015 9:11,Joe,Air Conditioner,Y,Y,125,0:01:15,4,
ID4222,16/03/2015 9:11,Joe,Fridge,Y,Y,80,0:01:09,2,New Purchase
ID4223,16/03/2015 9:46,Stewart,Television,Y,Y,112,0:05:47,2,How-to
ID4224,16/03/2015 9:46,Greg,Television,Y,Y,113,0:03:26,5,
ID4225,16/03/2015 10:09,Dan,Fridge,Y,Y,95,0:04:00,4,Billing
ID4226,16/03/2015 10:09,Joe,Television,Y,Y,40,0:03:15,3,Broken Product
ID4227,16/03/2015 10:10,Dan,Television,Y,Y,106,0:06:52,3,Returns
ID4228,16/03/2015 10:10,Greg,Toaster,Y,Y,38,0:03:33,3,How-to
ID4229,16/03/2015 10:23,Martha,Washing Machine,N,N,,,,Broken Product
ID4230,16/03/2015 10:23,Greg,Television,Y,Y,61,0:04:00,3,Returns
ID4231,16/03/2015 10:23,Dan,Fridge,N,N,,,,How-to
ID4232,16/03/2015 10:23,Joe,Television,N,N,,,,How-to
ID4233,16/03/2015 10:35,Martha,Television,N,N,,,,New Purchase
ID4234,16/03/2015 10:35,Jim,Fridge,Y,Y,70,0:04:11,1,New Purchase
ID4235,16/03/2015 11:12,Becky,Air Conditioner,N,N,,,,Broken Product
ID4236,16/03/2015 11:12,Dan,Television,N,N,,,,Returns
ID4237,16/03/2015 11:44,Stewart,Air Conditioner,Y,Y,56,0:05:36,4,Returns
ID4238,16/03/2015 11:44,Stewart,Television,Y,Y,26,0:06:11,4,How-to
ID4239,16/03/2015 12:21,Diane,Air Conditioner,Y,Y,11,0:03:06,4,Broken Product
ID4240,16/03/2015 12:21,Greg,Toaster,Y,Y,22,0:06:31,1,Returns
ID4241,16/03/2015 12:43,Jim,Television,Y,Y,33,0:06:40,3,How-to
ID4242,16/03/2015 12:43,Stewart,Television,Y,Y,58,0:01:06,4,New Purchase
ID4243,16/03/2015 12:48,Greg,Washing Machine,Y,Y,72,0:05:47,3,New Purchase
ID4244,16/03/2015 12:48,Greg,Toaster,Y,Y,63,0:05:27,5,How-to
ID4245,16/03/2015 13:04,Diane,Television,Y,Y,52,0:03:32,4,Billing
ID4246,16/03/2015 13:04,Joe,Television,N,N,,,,How-to
ID4247,16/03/2015 13:16,Stewart,Air Conditioner,Y,Y,106,0:05:31,5,
ID4248,16/03/2015 13:16,Diane,Fridge,Y,Y,26,0:06:34,3,How-to
ID4249,16/03/2015 13:29,Diane,Toaster,Y,Y,76,0:03:29,5,
ID4250,16/03/2015 13:29,Stewart,Air Conditioner,Y,Y,45,0:06:29,5,Returns
ID4251,16/03/2015 13:32,Martha,Washing Machine,N,N,,,,
ID4252,16/03/2015 13:32,Dan,Toaster,Y,Y,61,0:01:30,3,Returns
ID4253,16/03/2015 13:56,Greg,Air Conditioner,N,N,,,,
ID4254,16/03/2015 13:56,Dan,Washing Machine,Y,N,38,0:04:55,2,Billing
ID4255,16/03/2015 14:09,Jim,Washing Machine,Y,Y,19,0:02:13,4,How-to
ID4256,16/03/2015 14:09,Joe,Television,Y,Y,15,0:03:03,4,Broken Product
ID4257,16/03/2015 14:13,Becky,Television,Y,Y,90,0:04:55,3,Broken Product
ID4258,16/03/2015 14:13,Stewart,Fridge,Y,Y,99,0:01:04,3,Billing
ID4259,16/03/2015 14:13,Becky,Washing Machine,Y,Y,18,0:01:56,5,How-to
ID4260,16/03/2015 14:13,Jim,Toaster,Y,Y,65,0:02:35,4,Billing
ID4261,16/03/2015 14:25,Martha,Fridge,Y,Y,91,0:05:37,4,New Purchase
ID4262,16/03/2015 14:25,Jim,Television,Y,Y,95,0:02:04,4,
ID4263,16/03/2015 14:34,Jim,Television,Y,Y,87,0:04:44,4,Returns
ID4264,16/03/2015 14:34,Dan,Toaster,Y,Y,71,0:06:01,3,Billing
ID4265,16/03/2015 15:21,Jim,Fridge,Y,Y,74,0:03:04,5,Returns
ID4266,16/03/2015 15:21,Jim,Air Conditioner,Y,Y,28,0:05:05,4,Billing
ID4267,16/03/2015 15:40,Joe,Washing Machine,Y,Y,101,0:02:53,3,
ID4268,16/03/2015 15:40,Martha,Washing Machine,N,N,,,,Billing
ID4269,16/03/2015 15:43,Martha,Toaster,Y,Y,90,0:04:48,3,Billing
ID4270,16/03/2015 15:43,Joe,Washing Machine,Y,Y,76,0:04:56,5,
ID4271,16/03/2015 16:00,Diane,Toaster,N,N,,,,Billing
ID4272,16/03/2015 16:00,Joe,Washing Machine,Y,N,20,0:01:19,5,Billing
ID4273,16/03/2015 16:13,Becky,Washing Machine,Y,N,26,0:06:19,3,Broken Product
ID4274,16/03/2015 16:13,Stewart,Washing Machine,Y,Y,53,0:01:12,3,New Purchase
ID4275,16/03/2015 16:36,Greg,Washing Machine,Y,Y,26,0:02:57,4,Billing
ID4276,16/03/2015 16:36,Joe,Toaster,Y,Y,66,0:03:42,3,
ID4277,16/03/2015 17:09,Dan,Toaster,Y,N,105,0:05:32,4,Billing
ID4278,16/03/2015 17:09,Diane,Fridge,Y,Y,111,0:01:13,3,How-to
ID4279,16/03/2015 17:49,Martha,Washing Machine,Y,Y,26,0:06:30,1,How-to
ID4280,16/03/2015 17:49,Jim,Washing Machine,N,N,,,,Billing
ID4281,17/03/2015 9:05,Stewart,Toaster,Y,N,50,0:02:52,4,New Purchase
ID4282,17/03/2015 9:05,Dan,Television,Y,Y,57,0:06:06,5,Returns
ID4283,17/03/2015 9:43,Jim,Air Conditioner,Y,Y,26,0:01:19,5,Billing
ID4284,17/03/2015 9:43,Greg,Fridge,Y,Y,104,0:06:58,1,Broken Product
ID4285,17/03/2015 10:59,Becky,Air Conditioner,Y,Y,93,0:05:21,1,
ID4286,17/03/2015 10:59,Jim,Air Conditioner,Y,Y,108,0:02:05,3,Broken Product
ID4287,17/03/2015 11:25,Martha,Television,Y,Y,42,0:02:22,5,Returns
ID4288,17/03/2015 11:25,Martha,Air Conditioner,N,N,,,,New Purchase
ID4289,17/03/2015 11:44,Jim,Fridge,Y,Y,94,0:05:17,5,Billing
ID4290,17/03/2015 11:44,Dan,Washing Machine,Y,Y,74,0:03:05,3,
ID4291,17/03/2015 12:43,Diane,Washing Machine,Y,Y,117,0:02:21,5,
ID4292,17/03/2015 12:43,Dan,Fridge,N,N,,,,Broken Product
ID4293,17/03/2015 13:01,Martha,Toaster,Y,Y,49,0:00:54,1,Broken Product
ID4294,17/03/2015 13:01,Diane,Television,Y,Y,23,0:04:40,3,How-to
ID4295,17/03/2015 13:24,Joe,Television,N,N,,,,Returns
ID4296,17/03/2015 13:24,Martha,Television,Y,Y,84,0:02:16,5,New Purchase
ID4297,17/03/2015 13:58,Martha,Toaster,Y,Y,69,0:01:19,1,
ID4298,17/03/2015 13:58,Diane,Air Conditioner,Y,Y,25,0:04:44,3,New Purchase
ID4299,17/03/2015 14:00,Becky,Toaster,N,N,,,,How-to
ID4300,17/03/2015 14:00,Martha,Air Conditioner,N,N,,,,How-to
ID4301,17/03/2015 14:19,Greg,Toaster,Y,Y,34,0:04:33,4,How-to
ID4302,17/03/2015 14:19,Joe,Television,Y,N,45,0:03:45,1,
ID4303,17/03/2015 14:21,Martha,Television,N,N,,,,Returns
ID4304,17/03/2015 14:21,Dan,Toaster,Y,Y,29,0:01:50,5,Returns
ID4305,17/03/2015 15:17,Jim,Air Conditioner,Y,Y,26,0:03:15,4,Returns
ID4306,17/03/2015 15:17,Diane,Television,Y,Y,115,0:04:28,4,Returns
ID4307,17/03/2015 15:47,Martha,Toaster,Y,Y,78,0:04:08,3,New Purchase
ID4308,17/03/2015 15:47,Jim,Television,Y,N,41,0:04:11,3,Returns
ID4309,17/03/2015 16:20,Diane,Washing Machine,Y,Y,21,0:02:26,5,
ID4310,17/03/2015 16:20,Dan,Television,N,N,,,,Billing
ID4311,17/03/2015 16:22,Martha,Television,Y,Y,47,0:04:30,5,How-to
ID4312,17/03/2015 16:22,Jim,Toaster,Y,N,98,0:05:59,2,Returns
