Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating,J,K
ID3727,06MAR15:13:49:26,Becky,Fridge,Y,Y,22,0:04:45,4,,
ID3728,06MAR15:13:49:26,Diane,Fridge,Y,Y,102,0:03:29,5,,
ID3729,06MAR15:14:25:26,Diane,Television,Y,Y,14,0:03:19,3,,
ID3732,06MAR15:14:28:19,Jim,Toaster,Y,Y,66,0:03:10,1,,
ID3733,06MAR15:16:10:34,Becky,Washing Machine,Y,Y,57,0:03:23,5,,
ID3734,06MAR15:16:10:34,Dan,Toaster,Y,Y,40,0:05:17,4,,
ID3735,06MAR15:16:27:50,Jim,Washing Machine,Y,Y,90,0:02:48,4,,
ID3736,06MAR15:16:27:50,Diane,Air Conditioner,Y,Y,74,0:01:24,4,,
ID3737,06MAR15:16:32:10,Diane,Television,Y,Y,65,0:06:29,3,,
ID3738,06MAR15:16:32:10,Jim,Toaster,Y,Y,125,0:00:42,5,,
ID3740,06MAR15:16:35:02,Dan,Air Conditioner,Y,N,71,0:06:02,5,,
ID3741,06MAR15:16:40:48,Stewart,Washing Machine,Y,Y,37,0:02:01,1,,
ID3742,06MAR15:16:40:48,Greg,Air Conditioner,Y,Y,119,0:06:19,4,,
ID3743,06MAR15:16:49:26,Martha,Fridge,Y,Y,22,0:01:23,4,,
ID3744,06MAR15:16:49:26,Dan,Air Conditioner,Y,Y,76,0:01:12,5,,
ID3746,06MAR15:17:15:22,Martha,Television,Y,N,125,0:04:56,5,,
ID3747,06MAR15:17:18:14,Diane,Toaster,Y,N,34,0:03:53,1,,
ID3748,06MAR15:17:18:14,Diane,Fridge,Y,Y,121,0:06:28,3,,
ID3751,06MAR15:17:22:34,Martha,Television,Y,Y,17,0:02:02,1,,
ID3752,06MAR15:17:22:34,Dan,Washing Machine,Y,Y,65,0:05:23,1,,
ID3753,07MAR15:09:59:02,Stewart,Air Conditioner,Y,Y,65,0:04:27,5,,
ID3755,07MAR15:10:01:55,Martha,Toaster,Y,Y,96,0:06:46,1,,
ID3756,07MAR15:10:01:55,Diane,Washing Machine,Y,Y,23,0:06:54,4,,
ID3759,07MAR15:12:01:26,Jim,Toaster,Y,Y,105,0:02:00,4,,
ID3761,07MAR15:12:07:12,Jim,Television,Y,Y,42,0:01:56,5,,
ID3762,07MAR15:12:07:12,Jim,Fridge,Y,Y,79,0:02:07,4,,
ID3764,07MAR15:12:21:36,Martha,Toaster,Y,Y,35,0:01:02,5,,
ID3765,07MAR15:12:33:07,Martha,Toaster,Y,Y,70,0:06:44,4,,
ID3766,07MAR15:12:33:07,Becky,Fridge,Y,Y,104,0:06:28,4,,
ID3767,07MAR15:13:06:14,Greg,Fridge,Y,Y,103,0:02:11,3,,
ID3769,07MAR15:13:20:38,Becky,Toaster,Y,Y,22,0:06:19,3,,
ID3770,07MAR15:13:20:38,Stewart,Washing Machine,Y,Y,48,0:05:50,2,,
ID3772,07MAR15:13:40:48,Stewart,Air Conditioner,Y,Y,12,0:02:32,3,,
ID3773,07MAR15:13:46:34,Joe,Air Conditioner,Y,Y,16,0:04:36,3,,
ID3774,07MAR15:13:46:34,Joe,Washing Machine,Y,Y,116,0:04:01,2,,
ID3776,07MAR15:13:52:19,Greg,Fridge,Y,Y,25,0:02:23,2,,
ID3777,07MAR15:13:53:46,Greg,Fridge,Y,Y,30,0:04:35,4,,
ID3779,07MAR15:14:35:31,Jim,Air Conditioner,Y,Y,29,0:03:55,2,,
ID3780,07MAR15:14:35:31,Jim,Toaster,Y,Y,23,0:03:16,4,,
ID3781,07MAR15:14:42:43,Stewart,Washing Machine,Y,Y,11,0:05:10,5,,
ID3782,07MAR15:14:42:43,Martha,Washing Machine,Y,Y,114,0:02:36,3,,
ID3783,07MAR15:15:25:55,Jim,Television,Y,Y,27,0:00:53,3,,
ID3784,07MAR15:15:25:55,Dan,Television,Y,Y,64,0:03:27,3,,
ID3785,07MAR15:15:30:14,Becky,Fridge,Y,Y,59,0:03:40,2,,
ID3787,07MAR15:15:36:00,Joe,Toaster,Y,Y,10,0:03:26,5,,
ID3788,07MAR15:15:36:00,Martha,Fridge,Y,Y,84,0:01:40,2,,
ID3792,07MAR15:16:24:58,Greg,Fridge,Y,N,56,0:01:07,5,,
ID3794,07MAR15:16:43:41,Jim,Toaster,Y,Y,119,0:06:29,4,,
ID3795,07MAR15:16:46:34,Diane,Television,Y,Y,19,0:02:23,3,,
ID3796,07MAR15:16:46:34,Jim,Washing Machine,Y,Y,96,0:05:21,4,,
ID3797,07MAR15:16:58:05,Joe,Fridge,Y,Y,13,0:01:37,5,,
ID3798,07MAR15:16:58:05,Becky,Fridge,Y,N,22,0:05:49,5,,
ID3801,08MAR15:09:07:12,Dan,Fridge,Y,Y,43,0:03:24,3,,
ID3802,08MAR15:09:07:12,Martha,Washing Machine,Y,Y,39,0:03:59,2,,
ID3803,08MAR15:09:57:36,Diane,Air Conditioner,Y,Y,26,0:01:39,5,,
ID3804,08MAR15:09:57:36,Becky,Television,Y,Y,27,0:04:14,2,,
ID3805,08MAR15:10:24:58,Diane,Toaster,Y,Y,72,0:07:00,5,,
ID3806,08MAR15:10:24:58,Dan,Washing Machine,Y,Y,77,0:00:31,4,,
ID3807,08MAR15:10:29:17,Martha,Fridge,Y,Y,119,0:00:51,3,,
ID3808,08MAR15:10:29:17,Diane,Washing Machine,Y,Y,30,0:01:53,4,,
ID3809,08MAR15:10:36:29,Becky,Toaster,Y,Y,112,0:03:46,4,,
ID3810,08MAR15:10:36:29,Jim,Fridge,Y,Y,34,0:05:17,2,,
ID3811,08MAR15:11:19:41,Greg,Air Conditioner,Y,Y,99,0:01:25,3,,
ID3813,08MAR15:11:22:34,Jim,Fridge,Y,Y,40,0:02:48,4,,
ID3814,08MAR15:11:22:34,Martha,Television,Y,Y,55,0:03:18,3,,
ID3815,08MAR15:12:23:02,Greg,Fridge,Y,Y,79,0:01:25,3,,
ID3816,08MAR15:12:23:02,Greg,Air Conditioner,Y,Y,67,0:03:51,3,,
ID3817,08MAR15:12:25:55,Stewart,Fridge,Y,Y,68,0:01:07,4,,
ID3818,08MAR15:12:25:55,Joe,Television,Y,N,69,0:06:28,5,,
ID3820,08MAR15:13:07:41,Dan,Toaster,Y,Y,29,0:02:35,3,,
ID3821,08MAR15:13:10:34,Dan,Air Conditioner,Y,N,62,0:05:22,3,,
ID3822,08MAR15:13:10:34,Stewart,Toaster,Y,Y,109,0:05:19,4,,
ID3823,08MAR15:13:33:36,Martha,Toaster,Y,Y,59,0:04:30,3,,
ID3824,08MAR15:13:33:36,Joe,Air Conditioner,Y,Y,51,0:03:01,4,,
ID3825,08MAR15:13:46:34,Greg,Television,Y,Y,11,0:05:22,4,,
ID3827,08MAR15:13:50:53,Joe,Toaster,Y,Y,44,0:03:26,4,,
ID3828,08MAR15:13:50:53,Stewart,Toaster,Y,Y,35,0:03:56,2,,
ID3829,08MAR15:13:55:12,Becky,Television,Y,Y,17,0:03:38,1,,
ID3830,08MAR15:13:55:12,Dan,Television,Y,Y,105,0:06:08,4,,
ID3833,08MAR15:15:00:00,Diane,Fridge,Y,Y,10,0:00:34,5,,
ID3834,08MAR15:15:00:00,Becky,Toaster,Y,Y,110,0:01:54,3,,
ID3835,08MAR15:15:04:19,Greg,Toaster,Y,Y,41,0:01:13,5,,
ID3836,08MAR15:15:04:19,Stewart,Washing Machine,Y,Y,46,0:02:30,4,,
ID3837,08MAR15:15:25:55,Martha,Fridge,Y,Y,109,0:03:02,3,,
ID3838,08MAR15:15:25:55,Becky,Air Conditioner,Y,Y,18,0:02:59,5,,
ID3839,08MAR15:15:40:19,Becky,Toaster,Y,Y,61,0:02:21,4,,
ID3840,08MAR15:15:40:19,Dan,Television,Y,N,42,0:04:05,3,,
ID3841,08MAR15:16:37:55,Diane,Toaster,Y,Y,105,0:05:15,3,,
ID3842,08MAR15:16:37:55,Martha,Fridge,Y,Y,85,0:00:34,3,,
ID3843,08MAR15:17:00:58,Becky,Washing Machine,Y,N,95,0:05:05,3,,
ID3844,08MAR15:17:00:58,Dan,Toaster,Y,Y,71,0:01:00,5,,
ID3845,08MAR15:17:31:12,Greg,Toaster,Y,Y,15,0:04:52,3,,
ID3846,08MAR15:17:31:12,Becky,Fridge,Y,Y,21,0:02:51,5,,
ID3847,08MAR15:17:38:24,Diane,Television,Y,N,123,0:02:03,4,,
ID3848,08MAR15:17:38:24,Jim,Fridge,Y,Y,107,0:03:59,1,,
ID3849,08MAR15:17:48:29,Joe,Television,Y,Y,93,0:06:50,3,,
ID3850,08MAR15:17:48:29,Dan,Toaster,Y,Y,110,0:00:31,4,,
ID3851,08MAR15:17:48:29,Diane,Television,Y,Y,18,0:02:07,5,,
ID3852,08MAR15:17:48:29,Jim,Washing Machine,Y,Y,33,0:04:43,3,,
ID3853,08MAR15:17:51:22,Jim,Washing Machine,Y,Y,71,0:04:36,4,,
ID3854,08MAR15:17:51:22,Dan,Fridge,Y,Y,19,0:05:07,4,,
ID3855,08MAR15:17:52:48,Dan,Toaster,Y,Y,93,0:06:41,4,,
ID3856,08MAR15:17:52:48,Diane,Air Conditioner,Y,Y,43,0:03:39,1,,
ID3857,09MAR15:09:18:43,Diane,Air Conditioner,Y,N,92,0:04:53,5,,
ID3858,09MAR15:09:18:43,Martha,Washing Machine,Y,Y,19,0:05:14,3,,
ID3860,09MAR15:09:40:19,Becky,Washing Machine,Y,Y,66,0:02:15,1,,
ID3861,09MAR15:10:13:26,Greg,Washing Machine,Y,Y,47,0:02:16,4,,
ID3862,09MAR15:10:13:26,Dan,Air Conditioner,Y,Y,80,0:05:23,3,,
ID3863,09MAR15:10:27:50,Greg,Television,Y,Y,82,0:03:37,2,,
ID3864,09MAR15:10:27:50,Martha,Air Conditioner,Y,Y,88,0:02:51,1,,
ID3865,09MAR15:10:29:17,Martha,Air Conditioner,Y,Y,51,0:01:26,4,,
ID3866,09MAR15:10:29:17,Becky,Washing Machine,Y,N,41,0:05:24,3,,
ID3867,09MAR15:10:30:43,Diane,Toaster,Y,Y,46,0:02:54,1,,
ID3868,09MAR15:10:30:43,Martha,Air Conditioner,Y,Y,113,0:06:41,4,,
ID3869,09MAR15:11:02:24,Diane,Fridge,Y,Y,52,0:02:56,4,,
ID3870,09MAR15:11:02:24,Diane,Air Conditioner,Y,Y,77,0:05:01,3,,
ID3871,09MAR15:11:03:50,Greg,Television,Y,Y,119,0:01:56,1,,
ID3873,09MAR15:11:22:34,Joe,Fridge,Y,Y,63,0:00:50,3,,
ID3874,09MAR15:11:22:34,Becky,Television,Y,N,41,0:06:21,4,,
ID3875,09MAR15:11:48:29,Diane,Washing Machine,Y,Y,93,0:06:40,5,,
ID3876,09MAR15:11:48:29,Becky,Television,Y,N,63,0:05:06,2,,
ID3878,09MAR15:13:22:05,Martha,Television,Y,N,43,0:01:57,2,,
ID3879,09MAR15:13:26:24,Jim,Toaster,Y,Y,88,0:02:36,4,,
ID3880,09MAR15:13:26:24,Stewart,Washing Machine,Y,Y,100,0:01:06,4,,
ID3882,09MAR15:13:45:07,Stewart,Fridge,Y,Y,108,0:01:01,5,,
ID3883,09MAR15:15:21:36,Greg,Toaster,Y,Y,88,0:04:01,3,,
ID3885,09MAR15:15:23:02,Becky,Washing Machine,Y,Y,72,0:04:43,3,,
ID3886,09MAR15:15:23:02,Joe,Television,Y,Y,52,0:03:31,5,,
ID3887,09MAR15:15:27:22,Stewart,Air Conditioner,Y,Y,15,0:04:43,5,,
ID3888,09MAR15:15:27:22,Dan,Toaster,Y,Y,113,0:04:49,3,,
ID3889,09MAR15:15:41:46,Martha,Air Conditioner,Y,Y,123,0:05:02,1,,
ID3890,09MAR15:15:41:46,Greg,Toaster,Y,Y,97,0:02:01,4,,
ID3891,09MAR15:15:43:12,Becky,Fridge,Y,Y,22,0:04:40,3,,
ID3892,09MAR15:15:43:12,Greg,Washing Machine,Y,Y,62,0:06:36,5,,
ID3893,09MAR15:15:44:38,Becky,Washing Machine,Y,N,79,0:06:02,1,,
ID3894,09MAR15:15:44:38,Diane,Toaster,Y,Y,85,0:03:07,4,,
ID3895,09MAR15:15:59:02,Stewart,Air Conditioner,Y,Y,74,0:00:47,5,,
ID3896,09MAR15:15:59:02,Jim,Television,Y,Y,61,0:05:00,4,,
ID3897,09MAR15:16:52:19,Diane,Toaster,Y,Y,81,0:04:35,2,,
ID3899,09MAR15:16:59:31,Joe,Washing Machine,Y,Y,74,0:06:17,5,,
ID3900,09MAR15:16:59:31,Stewart,Washing Machine,Y,N,32,0:04:19,4,,
ID3901,09MAR15:17:06:43,Greg,Air Conditioner,Y,Y,99,0:04:24,3,,
ID3903,10MAR15:09:12:58,Dan,Air Conditioner,Y,Y,75,0:02:49,5,,
ID3905,10MAR15:09:18:43,Dan,Air Conditioner,Y,Y,114,0:04:33,5,,
ID3907,10MAR15:09:51:50,Jim,Fridge,Y,Y,50,0:06:13,3,,
ID3909,10MAR15:10:06:14,Jim,Fridge,Y,N,115,0:03:10,2,,
ID3910,10MAR15:10:06:14,Becky,Fridge,Y,Y,48,0:01:31,4,,
ID3911,10MAR15:10:07:41,Joe,Toaster,Y,Y,16,0:01:55,1,,
ID3912,10MAR15:10:07:41,Stewart,Air Conditioner,Y,Y,74,0:06:37,5,,
ID3916,10MAR15:10:26:24,Stewart,Television,Y,Y,37,0:05:05,5,,
ID3917,10MAR15:12:04:19,Martha,Toaster,Y,Y,125,0:02:02,3,,
ID3918,10MAR15:12:04:19,Diane,Fridge,Y,Y,42,0:03:55,3,,
ID3920,10MAR15:12:48:58,Becky,Television,Y,Y,43,0:00:36,3,,
ID3921,10MAR15:13:29:17,Becky,Television,Y,Y,74,0:02:40,4,,
ID3922,10MAR15:13:29:17,Joe,Fridge,Y,Y,90,0:04:57,3,,
ID3924,10MAR15:13:32:10,Jim,Fridge,Y,Y,84,0:06:22,5,,
ID3925,10MAR15:13:42:14,Joe,Toaster,Y,Y,51,0:06:45,3,,
ID3927,10MAR15:13:45:07,Diane,Television,Y,N,90,0:04:23,3,,
ID3928,10MAR15:13:45:07,Joe,Fridge,Y,Y,82,0:00:49,3,,
ID3929,10MAR15:13:48:00,Greg,Fridge,Y,Y,77,0:04:06,3,,
ID3931,10MAR15:13:56:38,Greg,Washing Machine,Y,Y,116,0:00:31,3,,
ID3932,10MAR15:13:56:38,Stewart,Toaster,Y,Y,120,0:01:24,3,,
ID3933,10MAR15:14:00:58,Dan,Toaster,Y,Y,13,0:04:26,1,,
ID3934,10MAR15:14:00:58,Dan,Television,Y,Y,26,0:03:01,3,,
ID3935,10MAR15:15:17:17,Stewart,Washing Machine,Y,Y,93,0:02:18,3,,
ID3936,10MAR15:15:17:17,Dan,Washing Machine,Y,Y,20,0:00:33,3,,
ID3938,10MAR15:15:24:29,Joe,Television,Y,Y,113,0:01:18,1,,
ID3940,10MAR15:16:00:29,Joe,Toaster,Y,Y,113,0:06:15,2,,
ID3941,10MAR15:16:30:43,Greg,Television,Y,Y,44,0:03:17,5,,
ID3942,10MAR15:16:30:43,Becky,Toaster,Y,Y,103,0:01:23,3,,
ID3943,10MAR15:16:46:34,Greg,Television,Y,Y,92,0:06:23,2,,
ID3944,10MAR15:16:46:34,Dan,Television,Y,N,92,0:04:20,3,,
ID3945,10MAR15:17:05:17,Dan,Television,Y,Y,33,0:05:14,5,,
ID3946,10MAR15:17:05:17,Dan,Washing Machine,Y,Y,24,0:04:40,5,,
ID3947,10MAR15:17:35:31,Greg,Television,Y,Y,84,0:02:03,3,,
ID3948,10MAR15:17:35:31,Jim,Air Conditioner,Y,Y,99,0:02:47,3,,
ID3950,11MAR15:09:10:05,Diane,Air Conditioner,Y,Y,58,0:02:16,5,,
ID3952,11MAR15:09:38:53,Greg,Fridge,Y,Y,27,0:01:28,1,,
ID3953,11MAR15:09:40:19,Greg,Toaster,Y,Y,48,0:00:44,3,,
ID3954,11MAR15:09:40:19,Jim,Washing Machine,Y,Y,86,0:06:37,5,,
ID3956,11MAR15:09:57:36,Greg,Air Conditioner,Y,Y,82,0:05:17,3,,
ID3957,11MAR15:10:01:55,Jim,Air Conditioner,Y,Y,54,0:04:12,4,,
ID3958,11MAR15:10:01:55,Dan,Air Conditioner,Y,Y,87,0:06:21,4,,
ID3959,11MAR15:10:09:07,Diane,Fridge,Y,Y,114,0:06:15,5,,
ID3961,11MAR15:10:24:58,Jim,Fridge,Y,Y,104,0:00:48,5,,
ID3962,11MAR15:10:24:58,Stewart,Television,Y,Y,81,0:02:50,5,,
ID3963,11MAR15:10:30:43,Greg,Toaster,Y,Y,120,0:03:57,4,,
ID3965,11MAR15:10:49:26,Becky,Washing Machine,Y,Y,72,0:05:11,3,,
ID3966,11MAR15:10:49:26,Stewart,Fridge,Y,Y,57,0:02:58,3,,
ID3967,11MAR15:10:50:53,Greg,Fridge,Y,Y,74,0:00:48,5,,
ID3968,11MAR15:10:50:53,Joe,Television,Y,Y,53,0:05:42,3,,
ID3969,11MAR15:11:00:58,Greg,Toaster,Y,Y,79,0:02:17,3,,
ID3970,11MAR15:11:00:58,Martha,Television,Y,Y,100,0:06:00,3,,
ID3971,11MAR15:11:26:53,Dan,Television,Y,Y,116,0:04:31,3,,
ID3973,11MAR15:11:38:24,Martha,Television,Y,Y,14,0:01:44,5,,
ID3974,11MAR15:11:38:24,Joe,Television,Y,Y,92,0:01:41,5,,
ID3975,11MAR15:12:02:53,Jim,Fridge,Y,Y,92,0:02:30,1,,
ID3976,11MAR15:12:02:53,Joe,Washing Machine,Y,Y,78,0:06:24,4,,
ID3977,11MAR15:12:20:10,Martha,Air Conditioner,Y,Y,36,0:00:42,3,,
ID3979,11MAR15:12:20:10,Greg,Toaster,Y,Y,20,0:04:32,2,,
ID3980,11MAR15:12:20:10,Dan,Air Conditioner,Y,N,29,0:05:03,5,,
ID3981,11MAR15:12:31:41,Stewart,Toaster,Y,Y,119,0:06:51,3,,
ID3982,11MAR15:12:31:41,Martha,Toaster,Y,Y,67,0:05:10,5,,
ID3984,11MAR15:12:38:53,Martha,Television,Y,Y,102,0:01:14,1,,
ID3985,11MAR15:12:56:10,Martha,Television,Y,Y,72,0:05:24,4,,
ID3986,11MAR15:12:56:10,Diane,Fridge,Y,Y,107,0:01:58,5,,
ID3989,11MAR15:13:32:10,Joe,Toaster,Y,N,106,0:01:31,4,,
ID3990,11MAR15:13:32:10,Joe,Fridge,Y,Y,68,0:04:16,2,,
ID3991,11MAR15:13:40:48,Dan,Air Conditioner,Y,Y,44,0:06:38,3,,
ID3992,11MAR15:13:40:48,Becky,Fridge,Y,Y,96,0:03:34,1,,
ID3994,11MAR15:13:50:53,Stewart,Air Conditioner,Y,Y,53,0:00:34,4,,
ID3995,11MAR15:13:56:38,Dan,Television,Y,Y,100,0:01:05,1,,
ID3996,11MAR15:13:56:38,Becky,Television,Y,Y,75,0:01:55,2,,
ID3997,11MAR15:13:59:31,Jim,Toaster,Y,Y,109,0:04:19,3,,
ID3998,11MAR15:13:59:31,Joe,Toaster,Y,Y,95,0:02:14,4,,
ID3999,11MAR15:14:22:34,Stewart,Washing Machine,Y,Y,69,0:00:59,4,,
ID4000,11MAR15:14:22:34,Becky,Television,Y,Y,113,0:02:55,5,,
ID4001,11MAR15:14:26:53,Joe,Fridge,Y,Y,108,0:01:32,2,,
ID4002,11MAR15:14:26:53,Joe,Television,Y,Y,46,0:05:20,2,,
ID4003,11MAR15:14:28:19,Joe,Toaster,Y,Y,71,0:01:48,1,,
ID4004,11MAR15:14:28:19,Diane,Fridge,Y,Y,124,0:02:52,2,,
ID4005,11MAR15:15:21:36,Martha,Air Conditioner,Y,Y,79,0:01:01,4,,
ID4006,11MAR15:15:21:36,Diane,Toaster,Y,N,111,0:02:34,5,,
ID4007,11MAR15:15:24:29,Dan,Toaster,Y,Y,27,0:00:43,4,,
ID4008,11MAR15:15:24:29,Becky,Television,Y,Y,69,0:03:42,4,,
ID4009,11MAR15:15:34:34,Joe,Toaster,Y,Y,121,0:05:16,1,,
ID4010,11MAR15:15:34:34,Stewart,Television,Y,Y,16,0:06:15,3,,
ID4012,11MAR15:15:59:02,Jim,Television,Y,N,35,0:06:08,5,,
ID4013,11MAR15:16:10:34,Becky,Television,Y,Y,85,0:03:44,3,,
ID4014,11MAR15:16:10:34,Dan,Fridge,Y,Y,73,0:02:57,2,,
ID4015,11MAR15:16:13:26,Martha,Toaster,Y,Y,101,0:04:57,3,,
ID4016,11MAR15:16:13:26,Jim,Fridge,Y,Y,89,0:04:28,2,,
ID4017,11MAR15:17:34:05,Diane,Air Conditioner,Y,Y,70,0:05:01,5,,
ID4018,11MAR15:17:34:05,Diane,Washing Machine,Y,Y,52,0:05:32,3,,
ID4020,11MAR15:17:39:50,Dan,Television,Y,Y,91,0:00:57,1,,
ID4022,11MAR15:17:39:50,Diane,Air Conditioner,Y,Y,18,0:05:44,5,,
ID4023,12MAR15:09:11:31,Martha,Washing Machine,Y,N,32,0:04:36,1,,
ID4024,12MAR15:09:11:31,Greg,Toaster,Y,Y,71,0:05:00,3,,
ID4025,12MAR15:09:36:00,Stewart,Air Conditioner,Y,Y,54,0:02:35,4,,
ID4026,12MAR15:09:36:00,Dan,Washing Machine,Y,Y,121,0:04:24,4,,
ID4027,12MAR15:09:57:36,Dan,Air Conditioner,Y,Y,59,0:01:07,3,,
ID4028,12MAR15:09:57:36,Jim,Washing Machine,Y,Y,59,0:01:03,2,,
ID4029,12MAR15:10:01:55,Jim,Toaster,Y,Y,108,0:03:20,5,,
ID4030,12MAR15:10:01:55,Stewart,Air Conditioner,Y,Y,35,0:02:11,4,,
ID4031,12MAR15:10:03:22,Stewart,Toaster,Y,Y,22,0:05:31,5,,
ID4032,12MAR15:10:03:22,Diane,Air Conditioner,Y,Y,37,0:04:29,5,,
ID4033,12MAR15:10:09:07,Martha,Toaster,Y,Y,14,0:06:52,3,,
ID4035,12MAR15:10:12:00,Martha,Toaster,Y,Y,73,0:01:01,3,,
ID4038,12MAR15:10:22:05,Jim,Air Conditioner,Y,Y,63,0:02:55,1,,
ID4039,12MAR15:10:42:14,Jim,Air Conditioner,Y,Y,64,0:05:50,4,,
ID4040,12MAR15:10:42:14,Joe,Air Conditioner,Y,Y,17,0:05:40,3,,
ID4041,12MAR15:11:12:29,Diane,Washing Machine,Y,Y,42,0:02:39,4,,
ID4042,12MAR15:11:12:29,Diane,Air Conditioner,Y,Y,121,0:04:07,1,,
ID4043,12MAR15:11:13:55,Diane,Toaster,Y,Y,56,0:03:29,4,,
ID4044,12MAR15:11:13:55,Joe,Air Conditioner,Y,Y,123,0:05:15,4,,
ID4045,12MAR15:11:16:48,Diane,Fridge,Y,Y,27,0:00:49,5,,
ID4046,12MAR15:11:16:48,Dan,Air Conditioner,Y,Y,46,0:03:49,4,,
ID4047,12MAR15:12:01:26,Diane,Air Conditioner,Y,Y,117,0:02:07,2,,
ID4049,12MAR15:12:57:36,Greg,Washing Machine,Y,Y,64,0:05:21,3,,
ID4050,12MAR15:12:57:36,Jim,Washing Machine,Y,Y,20,0:02:48,4,,
ID4051,12MAR15:13:29:17,Stewart,Washing Machine,Y,Y,21,0:06:34,5,,
ID4053,12MAR15:14:00:58,Dan,Television,Y,N,118,0:02:37,3,,
ID4054,12MAR15:14:00:58,Stewart,Fridge,Y,Y,105,0:05:28,2,,
ID4055,12MAR15:14:18:14,Joe,Air Conditioner,Y,Y,117,0:00:46,4,,
ID4056,12MAR15:14:18:14,Martha,Toaster,Y,N,16,0:03:33,4,,
ID4057,12MAR15:14:31:12,Joe,Fridge,Y,Y,110,0:02:01,5,,
ID4059,12MAR15:14:32:38,Stewart,Fridge,Y,Y,57,0:02:05,5,,
ID4060,12MAR15:14:32:38,Joe,Air Conditioner,Y,Y,105,0:06:50,3,,
ID4061,12MAR15:14:57:07,Greg,Fridge,Y,Y,95,0:06:12,5,,
ID4062,12MAR15:14:57:07,Jim,Air Conditioner,Y,Y,19,0:05:47,2,,
ID4063,12MAR15:16:06:14,Becky,Air Conditioner,Y,Y,25,0:05:10,3,,
ID4064,12MAR15:16:06:14,Becky,Television,Y,N,65,0:02:07,2,,
ID4065,12MAR15:16:23:31,Jim,Air Conditioner,Y,Y,27,0:02:48,1,,
ID4066,12MAR15:16:23:31,Jim,Washing Machine,Y,Y,107,0:02:23,1,,
ID4067,12MAR15:17:00:58,Becky,Fridge,Y,Y,90,0:03:39,3,,
ID4068,12MAR15:17:00:58,Becky,Toaster,Y,Y,45,0:01:31,3,,
ID4069,12MAR15:17:11:02,Dan,Toaster,Y,Y,39,0:05:43,4,,
ID4070,12MAR15:17:11:02,Joe,Television,Y,Y,63,0:04:43,5,,
ID4071,12MAR15:17:52:48,Greg,Fridge,Y,N,95,0:00:38,1,,
ID4072,12MAR15:17:52:48,Joe,Fridge,Y,Y,39,0:05:24,4,,
ID4075,13MAR15:09:02:53,Martha,Fridge,Y,Y,125,0:01:00,3,,
ID4076,13MAR15:09:02:53,Martha,Air Conditioner,Y,Y,73,0:01:30,4,,
ID4077,13MAR15:09:38:53,Greg,Fridge,Y,Y,116,0:00:56,4,,
ID4078,13MAR15:09:38:53,Joe,Air Conditioner,Y,Y,115,0:02:21,2,,
ID4080,13MAR15:10:49:26,Stewart,Toaster,Y,Y,56,0:06:07,2,,
ID4081,13MAR15:11:15:22,Dan,Air Conditioner,Y,Y,123,0:02:39,2,,
ID4082,13MAR15:11:15:22,Becky,Fridge,Y,Y,36,0:00:50,1,,
ID4083,13MAR15:11:28:19,Greg,Air Conditioner,Y,Y,84,0:01:33,5,,
ID4084,13MAR15:11:28:19,Martha,Television,Y,Y,74,0:03:01,3,,
ID4085,13MAR15:11:38:24,Jim,Television,Y,Y,20,0:04:16,5,,
ID4087,13MAR15:11:42:43,Diane,Toaster,Y,Y,13,0:04:33,3,,
ID4088,13MAR15:11:42:43,Greg,Washing Machine,Y,N,28,0:00:59,3,,
ID4089,13MAR15:13:42:14,Dan,Washing Machine,Y,Y,13,0:01:55,4,,
ID4090,13MAR15:13:42:14,Martha,Television,Y,Y,100,0:01:13,3,,
ID4091,13MAR15:14:13:55,Jim,Washing Machine,Y,Y,119,0:02:55,3,,
ID4093,13MAR15:14:18:14,Martha,Air Conditioner,Y,Y,125,0:05:43,5,,
ID4095,13MAR15:14:38:24,Jim,Air Conditioner,Y,N,88,0:01:47,4,,
ID4096,13MAR15:14:38:24,Becky,Air Conditioner,Y,Y,71,0:00:34,4,,
ID4097,13MAR15:14:41:17,Dan,Washing Machine,Y,Y,99,0:00:34,4,,
ID4098,13MAR15:14:41:17,Dan,Fridge,Y,Y,94,0:05:52,1,,
ID4099,13MAR15:15:00:00,Becky,Fridge,Y,Y,115,0:05:12,1,,
ID4100,13MAR15:15:00:00,Becky,Washing Machine,Y,Y,36,0:05:11,5,,
ID4101,13MAR15:15:02:53,Stewart,Toaster,Y,Y,72,0:03:52,3,,
ID4102,13MAR15:15:02:53,Becky,Washing Machine,Y,Y,51,0:01:03,3,,
ID4103,13MAR15:15:36:00,Diane,Fridge,Y,Y,11,0:04:33,2,,
ID4104,13MAR15:15:36:00,Stewart,Fridge,Y,N,101,0:05:46,5,,
ID4105,13MAR15:15:38:53,Stewart,Fridge,Y,Y,119,0:05:37,3,,
ID4106,13MAR15:15:38:53,Diane,Air Conditioner,Y,Y,64,0:02:37,3,,
ID4107,13MAR15:15:44:38,Martha,Air Conditioner,Y,Y,12,0:04:10,3,,
ID4108,13MAR15:15:44:38,Greg,Television,Y,Y,118,0:05:11,3,,
ID4109,13MAR15:15:59:02,Greg,Toaster,Y,Y,107,0:02:31,2,,
ID4110,13MAR15:15:59:02,Martha,Toaster,Y,Y,122,0:05:03,3,,
